社名,問い合わせからの経過日数,接触回数,最終接触からの経過日数,資料請求,デモ版利用,セミナー参加,顧客の業種,顧客の従業員規模,商談フェーズ,提案金額,競合,導入予定時期,決裁者の関与度,企業規模（売上高）,契約成立
企業_221_2BB67579,147,3,22,0,0,1,サービス,1-10名,交渉,4970000,0,3ヶ月以内,低い,1億円～10億円,0
企業_222_57K4VB2Q,90,7,62,1,1,0,その他,51-100名,初期ヒアリング,3920000,0,半年以内,低い,100億円以上,0
企業_223_KH2SQXEI,147,7,21,0,1,0,その他,501名以上,交渉,4550000,1,半年以内,低い,100億円以上,0
企業_224_06Q98OAN,148,9,60,1,0,0,製造業,11-50名,見積もり,3830000,0,1年以内,低い,1億円～10億円,0
企業_225_OZ6FWOV6,96,7,25,0,1,1,その他,1-10名,クロージング,4470000,1,半年以内,普通,1億円未満,1
企業_226_NBD9K5JS,52,9,11,0,1,0,金融,501名以上,クロージング,1950000,1,未定,低い,100億円以上,1
企業_227_RIFVOESC,161,7,31,0,0,0,小売,51-100名,クロージング,2480000,1,3ヶ月以内,低い,10億円～100億円,0
企業_228_AEOSLNC0,168,3,8,0,1,1,その他,11-50名,クロージング,2560000,1,未定,低い,1億円未満,0
企業_229_7GPR5KSS,128,7,68,1,1,1,その他,51-100名,交渉,1490000,1,未定,低い,100億円以上,1
企業_230_Z6KY6VRE,39,8,89,1,1,0,金融,101-500名,クロージング,1210000,0,半年以内,高い,100億円以上,1
企業_231_HU2F1TF1,82,6,70,0,0,0,小売,501名以上,交渉,4110000,0,1年以内,高い,1億円未満,0
企業_232_WZ4LDHTB,104,1,32,0,1,0,サービス,1-10名,見積もり,4890000,1,1年以内,高い,1億円～10億円,0
企業_233_7KK2MKLG,129,8,23,1,1,1,小売,51-100名,提案,2040000,1,半年以内,高い,10億円～100億円,1
企業_234_KEH9W3B4,11,7,88,1,0,0,IT,1-10名,提案,4530000,0,3ヶ月以内,低い,100億円以上,1
企業_235_0KWEYAQD,178,4,68,1,1,0,製造業,501名以上,クロージング,1340000,1,1年以内,低い,10億円～100億円,1
企業_236_3QURMHNA,151,2,37,0,1,0,製造業,501名以上,見積もり,3650000,0,3ヶ月以内,高い,10億円～100億円,1
企業_237_J1L9MVF5,159,6,10,0,0,0,IT,11-50名,提案,2480000,0,半年以内,高い,10億円～100億円,0
企業_238_IHH64Y5H,42,1,31,0,1,1,金融,101-500名,初期ヒアリング,100000,1,未定,普通,1億円未満,1
企業_239_FLUR8FF6,99,2,63,0,1,0,IT,101-500名,クロージング,1300000,0,3ヶ月以内,低い,100億円以上,1
企業_240_LCXWIV7B,7,8,71,1,1,1,サービス,51-100名,初期ヒアリング,980000,1,3ヶ月以内,低い,10億円～100億円,0
企業_241_U19ZSIL7,144,3,19,0,0,0,サービス,51-100名,交渉,290000,0,3ヶ月以内,普通,1億円～10億円,1
企業_242_ERA7MS2V,90,3,33,1,1,1,製造業,11-50名,見積もり,2820000,0,3ヶ月以内,低い,1億円～10億円,1
企業_243_APJC9RTO,112,2,41,0,0,0,サービス,501名以上,見積もり,1860000,1,3ヶ月以内,高い,1億円未満,0
企業_244_R3PIRVJC,60,4,7,1,0,0,製造業,501名以上,提案,4150000,0,3ヶ月以内,高い,1億円未満,0
企業_245_L6WXE6KK,113,2,65,0,0,1,IT,501名以上,初期ヒアリング,1230000,1,3ヶ月以内,高い,1億円未満,1
企業_246_RKAB0Y2M,2,8,20,1,0,0,IT,11-50名,クロージング,4260000,1,1年以内,高い,10億円～100億円,0
企業_247_JA1ILW9Q,129,2,78,1,0,0,その他,1-10名,クロージング,2910000,1,未定,低い,100億円以上,1
企業_248_ANANC1D3,48,1,69,0,0,1,その他,101-500名,見積もり,360000,1,3ヶ月以内,普通,10億円～100億円,1
企業_249_9WNPUDR0,140,4,4,1,0,1,IT,1-10名,提案,1970000,1,未定,低い,10億円～100億円,1
企業_250_AWSRPXCY,37,5,66,1,1,1,製造業,501名以上,提案,4270000,0,3ヶ月以内,普通,1億円未満,1
企業_251_E0K80PHI,160,0,42,1,1,0,IT,101-500名,初期ヒアリング,960000,0,未定,低い,1億円～10億円,1
企業_252_XTSI448B,9,5,15,0,0,0,IT,51-100名,提案,890000,0,半年以内,低い,100億円以上,1
企業_253_Q44TO21Y,99,9,72,0,1,1,金融,11-50名,初期ヒアリング,4710000,1,1年以内,普通,1億円～10億円,0
企業_254_Z70RDYTQ,147,2,34,0,1,1,IT,51-100名,提案,1890000,0,1年以内,低い,1億円未満,0
企業_255_G1GYM733,48,3,82,0,1,1,サービス,11-50名,初期ヒアリング,640000,0,3ヶ月以内,高い,1億円未満,1
企業_256_OXN4J0HA,131,5,42,1,0,0,製造業,101-500名,クロージング,2560000,1,半年以内,普通,100億円以上,0
企業_257_0W7FOOAX,148,7,38,1,1,0,金融,101-500名,初期ヒアリング,3260000,1,3ヶ月以内,普通,1億円未満,1
企業_258_RWSPDWZ0,152,8,9,0,0,1,その他,11-50名,見積もり,4430000,1,半年以内,普通,1億円～10億円,0
企業_259_B4ZZGOZS,54,5,73,1,0,1,小売,501名以上,初期ヒアリング,2420000,1,3ヶ月以内,高い,100億円以上,1
企業_260_AP15031B,120,6,19,0,1,1,製造業,51-100名,見積もり,4560000,0,3ヶ月以内,普通,1億円～10億円,0
企業_261_CD6GPXSZ,161,4,0,0,0,1,サービス,11-50名,交渉,4570000,0,半年以内,普通,1億円～10億円,0
企業_262_PG8XMTP9,152,8,5,1,0,0,製造業,1-10名,交渉,2790000,0,半年以内,低い,1億円～10億円,1
企業_263_TEAYFLPB,116,3,52,0,0,1,その他,501名以上,見積もり,3910000,0,1年以内,普通,10億円～100億円,1
企業_264_WTDG67RS,75,9,45,1,1,1,サービス,51-100名,見積もり,1180000,0,未定,高い,1億円未満,1
企業_265_77X7CFDJ,113,5,65,0,1,0,サービス,51-100名,クロージング,4830000,1,3ヶ月以内,低い,10億円～100億円,1
企業_266_H1Y3ME3C,164,4,37,0,1,1,小売,501名以上,交渉,2470000,0,未定,普通,1億円～10億円,0
企業_267_B2JG50ZB,166,0,32,0,0,1,製造業,1-10名,見積もり,3870000,1,未定,低い,1億円～10億円,1
企業_268_7CV0ESSN,104,4,66,1,1,0,小売,51-100名,交渉,3160000,0,半年以内,高い,1億円未満,1
企業_269_E8C57LXK,84,4,76,0,1,1,小売,501名以上,初期ヒアリング,3780000,1,半年以内,低い,100億円以上,0
企業_270_FF4CC96Q,112,8,34,1,1,1,製造業,101-500名,初期ヒアリング,1640000,0,半年以内,普通,10億円～100億円,0
企業_271_1L9GQBUV,99,0,78,0,0,1,IT,11-50名,初期ヒアリング,1770000,0,3ヶ月以内,普通,100億円以上,1
企業_272_IAWDVI68,153,4,44,0,0,0,IT,101-500名,提案,770000,1,3ヶ月以内,普通,1億円未満,1
企業_273_VBNKJZS9,93,6,21,1,1,1,その他,51-100名,交渉,2740000,1,1年以内,高い,1億円～10億円,1
企業_274_2LOBMI8T,146,5,67,1,0,0,小売,101-500名,クロージング,4490000,1,1年以内,高い,1億円未満,1
企業_275_I7CFMIPG,128,5,16,1,1,0,金融,1-10名,交渉,4840000,1,3ヶ月以内,高い,100億円以上,1
企業_276_7R90M1Y7,110,6,4,1,1,0,小売,51-100名,交渉,2440000,0,未定,普通,1億円～10億円,1
企業_277_XLM21UCR,82,5,84,1,0,1,小売,11-50名,見積もり,480000,0,未定,普通,100億円以上,0
企業_278_G0GX7JBW,54,4,56,1,0,0,小売,11-50名,見積もり,1520000,1,半年以内,低い,1億円未満,0
企業_279_WN7SCTMR,163,9,87,0,0,0,その他,11-50名,クロージング,3540000,0,未定,普通,10億円～100億円,0
企業_280_QA4MP669,169,4,39,1,0,1,IT,1-10名,交渉,270000,1,1年以内,高い,10億円～100億円,1
企業_281_QC3O8K2B,161,8,29,0,0,0,その他,11-50名,交渉,610000,0,1年以内,低い,10億円～100億円,1
企業_282_AHZMUT4C,68,7,41,0,0,0,その他,101-500名,交渉,4540000,1,未定,普通,10億円～100億円,1
企業_283_W8TAQ54N,33,9,6,0,1,0,その他,101-500名,見積もり,2310000,1,3ヶ月以内,低い,10億円～100億円,1
企業_284_E5VCSIZL,142,3,70,1,1,1,IT,51-100名,クロージング,3020000,0,半年以内,普通,1億円～10億円,1
企業_285_CP8DKL1J,21,3,87,0,0,0,IT,11-50名,交渉,890000,0,半年以内,低い,1億円未満,1
企業_286_OVOG1VMV,48,9,18,0,0,0,小売,1-10名,クロージング,1900000,0,3ヶ月以内,高い,1億円未満,0
企業_287_ZD3T7G65,148,4,40,0,1,1,その他,501名以上,交渉,1490000,1,半年以内,低い,100億円以上,0
企業_288_X8LMG04F,128,2,33,1,1,1,金融,101-500名,見積もり,2180000,0,半年以内,高い,10億円～100億円,1
企業_289_Q9QGTV3O,136,7,21,0,0,0,IT,51-100名,初期ヒアリング,4180000,0,3ヶ月以内,高い,10億円～100億円,0
企業_290_7OCHE392,135,6,51,1,0,1,製造業,101-500名,交渉,3440000,1,未定,低い,100億円以上,0
企業_291_WSC7QVQZ,145,4,5,0,1,0,製造業,101-500名,提案,2900000,0,半年以内,低い,100億円以上,1
企業_292_XUUIU7QQ,128,9,73,1,1,1,製造業,51-100名,交渉,4140000,1,3ヶ月以内,低い,100億円以上,1
企業_293_3TB2VAOG,33,2,24,1,1,0,サービス,101-500名,見積もり,1310000,0,未定,低い,10億円～100億円,1
企業_294_LV1ONOM6,176,4,65,0,1,1,小売,101-500名,交渉,2200000,1,1年以内,高い,1億円未満,0
企業_295_ASA2GNNF,115,2,9,0,1,0,製造業,1-10名,初期ヒアリング,3530000,1,3ヶ月以内,普通,10億円～100億円,1
企業_296_S1VHWJPA,119,9,73,1,0,0,小売,501名以上,見積もり,1440000,0,未定,低い,100億円以上,1
企業_297_5UGJE81D,22,4,25,1,1,1,製造業,51-100名,見積もり,4690000,0,未定,低い,10億円～100億円,1
企業_298_QE8UPIUA,158,0,4,1,0,1,金融,51-100名,初期ヒアリング,1860000,0,3ヶ月以内,高い,1億円未満,0
企業_299_63HCYFE4,38,5,85,0,1,1,小売,11-50名,初期ヒアリング,480000,1,半年以内,高い,1億円～10億円,0
企業_300_9KAT0LGC,109,9,67,0,0,1,製造業,501名以上,交渉,840000,0,3ヶ月以内,高い,1億円未満,1
企業_301_2810Z4EM,51,3,70,0,1,1,IT,101-500名,提案,3620000,1,半年以内,低い,100億円以上,0
企業_302_NB3D8ZBR,8,3,49,0,0,0,小売,1-10名,見積もり,580000,0,半年以内,普通,1億円～10億円,0
企業_303_THSPFBFF,27,7,16,0,1,0,サービス,11-50名,見積もり,2260000,1,未定,普通,1億円～10億円,1
企業_304_9663O4BX,27,1,10,1,0,1,IT,51-100名,提案,2550000,0,1年以内,普通,1億円～10億円,1
企業_305_YPQN3LQ0,21,3,52,1,1,0,IT,501名以上,交渉,2400000,0,3ヶ月以内,低い,10億円～100億円,1
企業_306_S52QN3PV,30,1,49,1,0,0,その他,1-10名,提案,4270000,0,未定,高い,1億円～10億円,0
企業_307_IM2QZZJZ,97,0,7,1,0,1,サービス,51-100名,初期ヒアリング,2640000,1,半年以内,高い,1億円～10億円,1
企業_308_4XEMD59U,28,9,61,1,0,0,IT,101-500名,クロージング,2120000,1,未定,普通,100億円以上,0
企業_309_3SCI4CWV,111,2,88,1,0,1,IT,11-50名,交渉,1530000,1,半年以内,普通,1億円～10億円,1
企業_310_H1PD9M9D,61,7,84,0,1,0,製造業,501名以上,見積もり,3610000,1,1年以内,低い,1億円未満,1
企業_311_253249PX,48,5,75,1,1,0,製造業,11-50名,クロージング,4080000,0,3ヶ月以内,高い,10億円～100億円,1
企業_312_QEMY6MJH,147,6,89,0,0,1,小売,101-500名,交渉,3050000,1,未定,高い,100億円以上,0
企業_313_EY8F4P82,4,1,28,0,1,0,小売,101-500名,クロージング,4720000,0,未定,普通,10億円～100億円,1
企業_314_8JXLJGSM,35,5,43,0,0,1,小売,51-100名,提案,160000,0,未定,低い,100億円以上,0
企業_315_9LVDSQR3,49,7,44,0,1,0,製造業,11-50名,交渉,1100000,1,1年以内,低い,100億円以上,0
企業_316_NYLU43ST,17,7,28,1,1,0,小売,11-50名,交渉,3050000,0,3ヶ月以内,低い,100億円以上,1
企業_317_1HCQ0TYL,172,3,87,1,0,0,IT,11-50名,初期ヒアリング,4590000,0,半年以内,高い,1億円未満,0
企業_318_KQDEOVGV,158,5,58,0,1,1,製造業,11-50名,初期ヒアリング,3350000,0,半年以内,高い,100億円以上,1
企業_319_XEUQDVYL,46,4,14,0,0,1,小売,1-10名,クロージング,2370000,0,半年以内,高い,1億円未満,0
企業_320_TRYBHAW7,117,8,69,1,1,0,IT,51-100名,見積もり,1120000,0,3ヶ月以内,高い,1億円～10億円,1
企業_321_ENCELRTF,6,7,43,1,1,1,小売,501名以上,提案,4950000,1,半年以内,高い,10億円～100億円,1
企業_322_OE5EATO4,99,1,35,1,1,1,金融,1-10名,クロージング,1010000,1,半年以内,普通,1億円未満,1
企業_323_5MPTBGZ7,124,6,83,0,0,1,小売,11-50名,交渉,2870000,1,1年以内,低い,100億円以上,0
企業_324_DC3J7GKO,37,6,56,1,1,0,金融,101-500名,提案,3660000,0,半年以内,普通,100億円以上,1
企業_325_9FCFV0QX,24,0,63,1,0,1,小売,101-500名,見積もり,1960000,0,半年以内,普通,100億円以上,0
企業_326_KLR50YEI,93,0,75,0,0,1,その他,11-50名,提案,3980000,1,未定,高い,100億円以上,0
企業_327_7C9CUN72,46,3,37,0,1,1,その他,1-10名,初期ヒアリング,1550000,0,未定,高い,1億円未満,0
企業_328_55G2FQRG,95,4,16,1,0,1,サービス,1-10名,見積もり,2760000,1,3ヶ月以内,低い,100億円以上,0
企業_329_1R81XHN3,99,3,26,0,1,1,その他,51-100名,クロージング,1280000,0,半年以内,高い,10億円～100億円,1
企業_330_ZGO1V3KF,116,6,16,0,0,1,その他,101-500名,交渉,2730000,0,未定,高い,1億円未満,0
企業_331_UPRKG8LE,160,2,62,0,1,1,小売,11-50名,初期ヒアリング,2850000,1,半年以内,高い,10億円～100億円,0
企業_332_768NU7TR,161,6,10,0,0,1,製造業,1-10名,提案,2120000,0,未定,低い,1億円～10億円,0
企業_333_9YBC06DR,67,7,63,0,0,1,製造業,1-10名,見積もり,680000,0,1年以内,普通,100億円以上,1
企業_334_RNV93JG8,128,5,38,1,0,1,金融,501名以上,見積もり,3560000,1,1年以内,高い,1億円未満,1
企業_335_GN7GR6LV,18,5,1,1,0,0,製造業,51-100名,初期ヒアリング,4860000,1,半年以内,高い,1億円未満,0
企業_336_XNL8Z9QE,25,7,65,1,1,0,IT,501名以上,提案,1620000,1,半年以内,普通,100億円以上,0
企業_337_BP9DUTNU,54,7,53,1,1,0,サービス,101-500名,クロージング,1950000,1,1年以内,低い,100億円以上,1
企業_338_JIWRPY8H,58,6,28,1,0,0,その他,11-50名,提案,1240000,1,半年以内,低い,10億円～100億円,1
企業_339_7UTUTZMU,67,5,44,0,0,0,サービス,101-500名,交渉,2840000,1,未定,普通,10億円～100億円,1
企業_340_NT7VXZSJ,104,5,87,1,0,1,IT,11-50名,交渉,3900000,0,1年以内,普通,1億円～10億円,1
企業_341_3Y5E5S40,174,9,87,1,0,1,その他,1-10名,提案,3950000,0,1年以内,高い,1億円～10億円,0
企業_342_OBADPH2R,24,5,79,0,1,1,金融,1-10名,交渉,3710000,1,1年以内,高い,100億円以上,1
企業_343_SBYI47PC,114,7,30,1,1,1,IT,11-50名,見積もり,4960000,0,1年以内,高い,10億円～100億円,1
企業_344_NUECIBKK,32,0,48,1,1,0,IT,101-500名,提案,2450000,0,半年以内,低い,100億円以上,1
企業_345_SL9AEMGL,175,4,8,1,0,0,サービス,101-500名,初期ヒアリング,4510000,1,未定,低い,10億円～100億円,0
企業_346_ZAQNKXLT,86,2,26,1,1,1,小売,51-100名,見積もり,750000,0,未定,普通,1億円未満,1
企業_347_KFQRC2MG,151,7,55,0,1,1,サービス,501名以上,クロージング,2720000,0,3ヶ月以内,高い,10億円～100億円,1
企業_348_5R7XIVV6,127,5,77,0,0,0,サービス,11-50名,見積もり,600000,0,3ヶ月以内,低い,1億円未満,1
企業_349_3SE6X8KX,155,1,44,0,1,1,製造業,101-500名,クロージング,3600000,1,3ヶ月以内,普通,1億円～10億円,1
企業_350_B2J1NT0J,130,6,88,0,0,1,IT,1-10名,クロージング,4260000,0,1年以内,高い,10億円～100億円,1
企業_351_GIRB04LR,17,6,42,1,0,0,サービス,101-500名,クロージング,3400000,1,半年以内,低い,1億円未満,0
企業_352_EK6KR4FP,104,4,21,1,0,1,IT,101-500名,クロージング,2410000,1,半年以内,普通,10億円～100億円,0
企業_353_7F5XH0FN,161,7,32,1,0,1,製造業,51-100名,見積もり,3690000,0,3ヶ月以内,低い,1億円～10億円,1
企業_354_17YGFQNR,137,4,26,1,0,1,IT,101-500名,クロージング,220000,0,未定,高い,100億円以上,1
企業_355_69MHYYCQ,43,0,39,1,0,0,サービス,51-100名,交渉,4030000,1,1年以内,高い,10億円～100億円,1
企業_356_A3S5D21Z,176,8,25,1,0,0,IT,1-10名,見積もり,3780000,1,3ヶ月以内,普通,1億円～10億円,1
企業_357_U9F05FD4,39,3,82,1,1,0,その他,1-10名,見積もり,3240000,1,3ヶ月以内,普通,10億円～100億円,1
企業_358_V9MVNEZI,170,1,44,0,1,0,製造業,1-10名,交渉,3030000,0,1年以内,普通,100億円以上,0
企業_359_BWV1WBA2,26,3,44,0,0,0,小売,1-10名,交渉,290000,1,未定,高い,1億円未満,1
企業_360_GIPT3JMJ,99,8,25,0,1,0,IT,1-10名,提案,2220000,1,未定,低い,1億円未満,0
企業_361_0LJL2VX7,50,1,69,0,1,0,サービス,101-500名,見積もり,2790000,1,3ヶ月以内,普通,1億円未満,0
企業_362_RPG2H2TH,153,3,66,0,1,1,製造業,501名以上,見積もり,4810000,1,1年以内,高い,1億円未満,1
企業_363_YNYW45RM,152,1,5,0,0,0,サービス,11-50名,見積もり,490000,1,1年以内,低い,1億円～10億円,0
企業_364_IV9C59LE,13,4,27,0,1,1,サービス,1-10名,見積もり,1440000,0,1年以内,高い,1億円未満,0
企業_365_4PMN0N64,60,2,66,1,0,0,IT,501名以上,提案,4620000,0,3ヶ月以内,普通,100億円以上,1
企業_366_BR3RNXXI,135,9,12,1,0,1,サービス,501名以上,見積もり,2710000,0,未定,高い,1億円未満,1
企業_367_I6IO1XNA,57,1,62,1,0,1,IT,501名以上,見積もり,4330000,1,半年以内,低い,100億円以上,1
企業_368_H1K1B00C,36,8,12,1,0,0,小売,101-500名,初期ヒアリング,1900000,1,未定,低い,1億円～10億円,0
企業_369_6P3E7WEB,173,4,76,0,0,1,その他,51-100名,見積もり,2360000,0,未定,高い,1億円未満,0
企業_370_9Q8TGEP8,20,9,0,0,0,0,サービス,1-10名,クロージング,2740000,0,3ヶ月以内,普通,1億円～10億円,1
企業_371_8OO99ZXP,65,4,39,0,0,1,サービス,501名以上,初期ヒアリング,1150000,0,半年以内,低い,1億円～10億円,0
企業_372_ARW83TT2,8,0,36,0,1,1,サービス,11-50名,交渉,3300000,1,1年以内,高い,100億円以上,0
企業_373_70SQ8UDG,144,5,30,1,1,1,金融,101-500名,クロージング,4960000,1,3ヶ月以内,高い,1億円未満,1
企業_374_UL2C8E7K,142,6,16,1,0,0,金融,101-500名,クロージング,4130000,0,半年以内,高い,1億円未満,1
企業_375_XSGAUFPG,115,0,8,1,1,1,製造業,101-500名,クロージング,3990000,0,3ヶ月以内,普通,1億円～10億円,0
企業_376_WNKSO5XB,143,8,63,1,1,1,その他,51-100名,提案,1050000,1,1年以内,高い,1億円未満,0
企業_377_7401442H,92,7,56,0,0,0,その他,501名以上,クロージング,4700000,1,未定,普通,100億円以上,0
企業_378_IYO4V3XN,98,7,12,0,1,0,金融,11-50名,提案,3040000,1,半年以内,低い,1億円～10億円,0
企業_379_LYDCD0KZ,66,6,36,1,0,1,製造業,1-10名,見積もり,4970000,0,未定,低い,1億円未満,0
企業_380_YJOL5GON,32,4,13,1,1,0,金融,51-100名,見積もり,1320000,0,半年以内,低い,100億円以上,0
企業_381_7RFVBAKA,86,2,74,1,0,0,小売,1-10名,クロージング,2860000,1,3ヶ月以内,低い,10億円～100億円,1
企業_382_GO03S4L7,51,8,24,1,0,0,製造業,501名以上,交渉,460000,0,未定,高い,1億円未満,1
企業_383_GUH9WI53,153,6,77,1,1,0,その他,11-50名,見積もり,2770000,0,半年以内,低い,1億円未満,1
企業_384_8HSXVDFZ,63,9,56,1,0,1,その他,101-500名,提案,2070000,1,未定,高い,1億円未満,0
企業_385_L5JS3F0E,125,9,70,0,1,0,金融,1-10名,クロージング,2640000,1,未定,低い,100億円以上,1
企業_386_BDXWR04W,150,7,87,0,0,1,小売,101-500名,見積もり,240000,0,3ヶ月以内,普通,10億円～100億円,0
企業_387_8ZGE0XB8,58,5,41,1,0,0,金融,501名以上,交渉,4140000,1,半年以内,高い,100億円以上,1
企業_388_1AOB0RSU,58,4,41,0,1,0,IT,501名以上,見積もり,940000,0,半年以内,高い,100億円以上,1
企業_389_YKYFBP4Q,86,7,46,0,1,0,IT,501名以上,初期ヒアリング,1010000,0,半年以内,低い,1億円未満,0
企業_390_Y4P3DBVL,49,2,43,0,1,1,小売,101-500名,クロージング,1090000,1,1年以内,高い,1億円未満,1
企業_391_HV46WF6N,170,6,40,1,0,1,サービス,1-10名,クロージング,4740000,0,1年以内,高い,1億円未満,1
企業_392_0IRJ51GY,70,1,2,0,1,1,サービス,501名以上,提案,1830000,0,3ヶ月以内,普通,100億円以上,1
企業_393_A73H39Q8,15,2,89,0,0,1,IT,501名以上,提案,4640000,1,3ヶ月以内,高い,100億円以上,0
企業_394_BX637SC7,54,1,89,0,1,0,IT,501名以上,提案,2240000,1,半年以内,普通,10億円～100億円,0
企業_395_28905HO2,101,4,0,0,1,1,サービス,1-10名,初期ヒアリング,3740000,1,1年以内,普通,1億円～10億円,0
